id_unique;objet;categorie
5YB8X6Z7QH;  l'elaboration du projet de schema de coherence territoriale de la caesm  l'elaboration de l'evaluation environnementale du s c o t  a sainte luce;environnement
X3NQZKPD1Y;l?etude des herbiers de posidonia oceanica du parc naturel marin du golfe du lion  leur suivi surfacique et l?evaluation de leur etat de conservation ;environnement
UEMCEDF4XB;mission de suivi   animation et evaluation du pig contre l'habitat indigne  la precarite energetique et le dispositif de soutien en faveur de l'autonomie pour le dept de la nievre a nevers;santé
BZX1M0R7G2;realisation d'une evaluation diagnostic de la maison de la veille sociale du rhone;social
AGW67OBISW;audit et evaluation des politiques et pratiques de developpement durable du conseil general de l'oise et assistance de son agenda 21  au profit du conseil general a beauvais;environnement
J1GMA5W83A;realisation de visite d'evaluation des murs de soutenement et ponts du reseau routier national dir mediterranee;environnement
S6LDCJDRI0;realisation d'une evaluation prealable et assistance a la conclusion du contrat public afferent dans le cadre de l'eclairage urbain a cergy pontoise;urbanité-transports
0M237G38S9;mission d'evaluation environnementale pour la revision du pdu pour le compte du sytral a lyon;environnement
CUWPUBRF64;evaluation des programmes experimentaux regionaux dans le cadre des pactes regionaux d'investissement dans les competences lot 18;emploi-insertion
4L6ETXCMPX;evaluation quantitative et qualitative du dispositif emplois associatifs en midi pyrenees pour le compte du conseil regional  a toulouse;emploi-insertion
5O5E52D3UO;elaboration du schema de coherence territoriale et de son evaluation environnementale  pour le syndicat mixte du scot doubs central a baume les dames;environnement
3FZ6Q2UGJB;evaluation de l'etat des ponts du reseau routier departemental pour le conseil general a marseille;environnement
AA58WNAZ4M;assistance a maitrise d'ouvrage pour le controle et l'evaluation du service de transport de personnes a mobilite reduite  pam92  a nanterre;urbanité-transports
TMLJG0295T;eco quartier de la salade   mission d'assistance a la maitrise d'ouvrage en terme de developpement durable pour la conception  la realisation  le suivi et l'evaluation de l'operation a toulouse;environnement
PJYXX03ATY;marche d'assistance a maitrise d'ouvrage pour le controle et l'evaluation du service de transport de personnes a mobilite reduite  pam92  a nanterre;urbanité-transports
8D33U15MAP;etude sur l'evaluation des besoins en fonds propres des entreprises pour leur developpement ;fiscalité-économie
TF85ZCD69X;08 evaluation du cahier des charges regional de la permanence des soins ambulatoires en picardie a amiens;santé
NLS60W0RTT;etudes pour l'elaboration de l'evaluation environnementale du scot pays basque & seignanx;environnement
AQCUBWZD7J;mission d'elaboration de l'etude d'impact valant evaluation environnementale du projet d'amenagement du palais des sports sur le site lafarge a frontignan 34;environnement
8YMCEUAIOR;mission d'evaluation du pig d'amelioration de l'habitat renovissime sur la periode 2012 2017;logement
CQDY3GKR1I;rn406  desserte du port de bonneuil   production de l'evaluation economique et sociale relative a l'operation d'amenagement de la desserte du port de bonneuil sur marne par la rn406;social
N8DOOKFVRV;marche de services portant sur des prestations d'evaluation et d'etudes pour le compte de pole emploi;emploi-insertion
LI1LDRI40R;assistance a personne publique en vue d'une evaluation prealable  de la passation et du suivi d'un contrat de partenariat pour l'amenagement d'une deviation routiere pour la cte cnes a etampes;urbanité-transports
SXPJBHNK8B;realisation d'expertises sur les perimetres d'habitat ancien  l'animation operationnelle des dispositifs y compris pprt  l'evaluation post operationnelle;logement
EWTT42J48V;prestation de suivi et evaluation du programme operationnel nation  emploi et inclusion  du fse pour la periode 2014 2020 a paris;emploi-insertion
TVQJ2FVTRO;evaluation du partenariat renforce entre pole emploi  l'etat et le conseil national des missions locales a paris;emploi-insertion
HGP8NFTLU0;assistance a maitrise d'ouvrage pour l'animation  l'accompagnement operationnel et l'evaluation du systeme alimentaire territorial durable de la communaute d'agglomeration de lens lievin;social
8Y7BIE5ZH3;realisation de l'evaluation environnementale du npnru du quartier sud a l'ile saint denis;environnement
7IP9O94E0M;mise en oeuvre des evaluations specifiques de projets dans le cadre de l'innovation en sante art 51 lfss   evaluation de l'experimentation  ecout'emoi ;santé
1GHHL91BH1;realisation de l'evaluation environnementale strategique de la strategie nationale pour la mobilisation de la biomasse snmb;environnement
B040PQ2GUN;evaluation du programme vieillir en bonne sante au profit de l' inpes a saint denis;santé
KXBMXTQYQP;prestation de services de diagnostics et d'evaluation d'entreprises a ceder a lille;fiscalité-économie
3ED7LWHQ69;appui a l'animation du dispositif experimental  evaluation de chacune des formations actions conduites dans le cadre du marche 2011dpdh0230  capitalisation des actions realisees  pour l'acse a paris;fiscalité-économie
ZAWXLSXNIC;evaluation environnementale du schema de coherence territorial du pays de valencay en berry  de 16 plu et de 10 cartes communales du territoire;environnement
ZTXU9XURVA;evaluation de la presence regionale sur des salons internationaux ainsi que des nouveaux dispositifs mis en place dans le cadre de la convention 2011 2013 entre la region nord pas de calais et cci int;environnement
UZTWCQ6ZH6;prestations d'evaluation quantitative du service national universel 2022  par l'evaluation des sejours de cohesion et des missions d'interet general;social
EVO89UJFFJ;elaboration du schema de coherence territoriale et de son evaluation environnementale;environnement
5PJBMXHDV3;evaluation et elaboration du plan departemental d'actions pour le logement et l'hebergement des personnes defavorisees;logement
7QFNZSE9CF;realisation d'une analyse de faisabilite des conditions d'accompagnement identifiees par l'evaluation nationale de l'experimentation accompagnement a l'autonomie en sante;santé
PAP7HK7N0L;reactualisation du diagnostic  des orientations  des fiches action et evaluation du programme local de l'habitat et mise en place des indicateurs d'un systeme d'observation de l'habitat a la rochelle;logement
7V9AG5UB45;prestation d'assistance en vue de l'evaluation de l'experimentation  paniers de services menee dans le cadre de l'action sociale de la branche retraite a paris;social
LJ1LA0KBYY;realisation d'enquetes mysteres dont le but est l'evaluation du reseau du recouvrement en matiere de relation telephonique et de reponses aux courriers electroniques  a montreuil;environnement
9UXP6157EG;evaluation et accompagnement social de menages a reloger dans le cadre de projets d'habitat et d'amenagement sur le territoire communal a vitry sur seine;social
JE1ZXP7D1S;evaluation des experimentations ouvertes aux entreprises adaptees;fiscalité-économie
QVW47NGJHP;mission de dignostic routier et d'etudes d'evaluation des couts de transfert de charges pour l'extension du reseau de voies communautaires de la communaute d'agglomeration pau pyrenees;social
CCQI9Z473B;evaluation et evolution des criteres techniques de labellisation des centres d'education des chiens d'assistance et des chiens guides d'aveugles et a la creation d'un certificat na;éducation-recherche
TPWWRWVSRR;evaluation du niveau d'autonomie des residents des logements   foyers;logement
0WJMP222XA;bilans des 4eme programmes d'actions et evaluation environnementale du 5eme programme d'actions regional dans la zone vulnerable aux nitrates en bourgogne a dijon cedex;environnement
M5FKB1FQ1H;evaluation du schema de coherence numerique des lycees en nord pas de calais;éducation-recherche
MU21I1D55P;mission d'accompagnement pour mise en place d'une evaluation sur les 4 projets de renouvellement urbain;urbanité-transports
U6LZH10OGH;amo pour la realisation et le suivi d'un plan guide et la conduite d'une evaluation environnementale du projet de restructuration   extension du stade de la meinau et des amenagements urbain;urbanité-transports
QVG2N8HE61;evaluation du plan de deplacement urbain de l'agglomeration rennaise a rennes cedex 2;urbanité-transports
HY48MRVXSR;evaluation de la demarche et des operations d'habitat adapte en faveur des gens du voyage a nantes;logement
SCAM6YJFCF;mise en oeuvre des evaluations specifiques de projets dans le cadre de l'innovation en sante art 51 lfss   evaluation de l'experimentation  mission : retrouve ton cap ;santé
8MPXGV7XKQ;mission d'evaluation environnementale et redaction sdage et pgri;environnement
PAAGA6MXVQ;evaluation et structuration de la politique departementale de l'eau pour le compte du conseil general a saint etienne;environnement
ZZ8D0029VO;evaluation du contrat regional de developpement des formations professionnelles pour le compte du conseil regional  a rouen;emploi-insertion
T0QBRM6TME;la realisation de l'evaluation du projet  operation de renouvellement urbain  entre terre et mer   a cherbourg octeville;urbanité-transports
IB33QLOHH0;evaluation strategique environnementale ese du contrat de plan etat region cper de haute normandie pour le compte du sgar   mission achats de rouen;environnement
1GV6FW94XK;realisation evaluation ex ante  strategique environnementale et elaboration cadre de performance programme operationnel du fonds europ affaires maritimes peche 2014 2020 pour le meddtl a la defense;environnement
40DG89UAYB;evaluation des voies reservees aux transports collectifs vrtc  vr2+;urbanité-transports
01B11BMVZ0;operation urbaine fisac sur un quartier : mission d'evaluation a juan les pins;urbanité-transports
CCD85PA1MT;accompagnement methodologique pour l'actualisation  mise en oeuvre  suivi et evaluation du plan climat air energie territorial de la communaute urbaine  a dunkerque;social
SNRCMFH6KH;realisation  pour le compte de la region guyane  de l'evaluation ex ante et de l'evaluation strategique environnementale pour les programmes feder et fse pour la periode 2014 2020 a cayenne;environnement
OL62V6MUE2;mise en oeuvre des prestations d'evaluation de la distance a l'emploi des beneficiaires du revenu de solidarite active ;emploi-insertion
GNK94KYJ2M;evaluation finale du projet fsp 2007 10  gouvernance locale et finances publiques au mozambique 2008 2013 ;fiscalité-économie
4X5BQM3B3K;conformement a l'article r122 17 du code de l'urbanisme  la consultation porte sur la realisation d'une evaluation environnementale strategique dans le cadre de la l'elaboration du;environnement
